QID	TITLE	BODY	CATEGORY	PUBLISHEDDATE
YA:20160517200602AAv84RB	Can anyone help me write a couple poems with the use of meter? Or any topic ideas?	"I try and i try, but i can not hear the meter. Would be great to just get a little help with that. Plus, I just need some inspiration on what to write them about."	Poetry	1463540762000
YA:20160517200709AAqXrFU	How many types of 12 gauge ammo is there?		Hunting	1463540829000
YA:20160517200824AAaUr9a	Does gastritis ever go away and heal?		Other - Diseases	1463540904000
YA:20160517200930AAsvq5R	Heal a sore throat in TWO DAYS?	"Hi, so yesterday was my last day of school and in the morning, we always do the pledge of allegiance. So since it was the last one, we screamed and I did it to hard that now my voice feels raspy. I graduate on Thursday and I have a solo performance. I NEED MY THROAT HEELED. Any info on how i can get it back fast?"	Injuries	1463540970000
YA:20160517201027AAOF1P7	How do you wear a bralette or a bra with out nipples showing through?		Fashion & Accessories	1463541027000
YA:20160517201136AAKG2rW	How come nobody likes The Cavaliers?	It seems like everyone wants The Warriors to win the finals.  Everyone s a bandwagon fan of Steph Curry because he scores all the pretty points.  /n/nI want The Cavs to win the finals for several reasons.  I want Cleveland to finally get a title being such an unlucky small market.  I want Lebron to get his 3rd title and for K-love to finally be on a winning team.	Basketball	1463541096000
YA:20160517201242AAyF1lz	What to wear to an exotic car unveiling party for maserati?	I didn't know if a simple black dress and heals would be too much or if pants and heel boots (slightly more casual) would be better? I'm 20 if that helps.	Fashion & Accessories	1463541162000
YA:20160517201344AAHY9GH	Do u hate caiilou?		History	1463541224000
YA:20160517201435AAZwP0q	Is there any way to tell how big a dog will get?	"If I were to get a male dog, does the mother or father's size determine how big he will get"	Dogs	1463541275000
YA:20160517201546AAulO32	Is the logic of the heart absurd?		Heart Diseases	1463541346000
YA:20160517201623AACK56t	What is more efficient in losing weight? Running a half an hour every day or an hour every other day?	I know it takes quite a while for your body to get into the ''fat burning stage'' but don t know exactly how much time it takes. I want to switch up my work out and I m curious.  Also I heard that intervals could also help as well with the weight loss./nI also know that my diet has a lot to do with weight loss but I want to know what exercise is better.	Diet & Fitness	1463541383000
YA:20160517201708AA7vOfp	How did ''Lolita'' become slang for a sexually precocious girl?	"I just recently read Lolita for my english class. The character Lolita was never sexually precocious‰ÛÓ she was raped. A lot. To view her as some vixen not only seems problematic as Hell, but it's also an inaccurate reading of the book. I don't understand how anybody reading it could see the character as such in the first place, though."	Books & Authors	1463541428000
YA:20160517201850AAdKf39	Is it safe To control water pressure in sprinkler system with the two valves on back flow preventer (double check valve) to reduce misting?		Garden & Landscape	1463541530000
YA:20160517201945AA31sX2	Where should I go in Japan?		Japan	1463541585000
YA:20160517202055AAzdWnq	Help picking an audition piece?	"I'm a sophomore in high school and play flute in our marching band. Since there won't be any seniors next year for my section I'm trying out for flute section leader and I have to pick a piece of music to audition with but I have no clue where to start. I'm trying to look for a piece with a lot of dynamics and swells (since that is a strong suit of mine), slow or haunting even but with some parts that pick up including a few runs, and maybe an uncommon key signature (this isn't necessary). I have less than a week to learn it so i don't want anything too hard but need to show that I can play well. Are there any sites or specific pieces that would be beneficial?"	Performing Arts	1463541655000
YA:20160517202202AA1xRPt	Why is my cardiologist not concerned with these echo readings?	"My stroke volume is 46.9 mL, normal is like 100 I think, my ejection fraction is 48 percent, normal is 55 percent. I am 25 years old. Here are my readings:/n/nEDV: 97.8 mL/nESV: 50.9 mL/nSV: 46.9 mL/nFS: 24.1 percent/nEF: 48 percent/nSI: 24.8 ml/m2/nIVS: 16.6 percent/nLVPW: 37.4 percent/nIVS/LVPW: 0.726/nIVSd: 0.661 cm/nLVPWd: 0.91 cm/nLVIDd: 4.61 cm/nIVSs: 0.771 cm/nLVIDs: 3.5 cm/nLVPWs: 1.25 cm"	Heart Diseases	1463541723000
YA:20160517202301AAYJdgs	What would be the best 12 gauge ammo for shtf?		Hunting	1463541781000
YA:20160517202344AAeJdMa	What social classes existed in the ottoman empire?		History	1463541824000
YA:20160517202456AAqa7I6	Are women so easily offended because they all suffer from the narcissistic personality disorder?		Mental Health	1463541896000
YA:20160517202601AAW0icq	Going to myrtle beach for 3days how much money i need to bring?		Other - United States	1463541961000
YA:20160517202637AA0l8YR	Purple bump and bruises?	"My dad has a purple bump on his stomach and he said it has a pea sized bump then a little further away are 2 marks that are purple but look like bruises that are closer together. I asked him what he did and he's not sure, he thinks he cut himself on his stomach at work. Would cutting or making a little poke in his stomach do this to him? I got paranoid and I came across something saying that it may be linked to hiv/AIDS. What is this?"	STDs	1463541997000
YA:20160517202810AAINrAl	How do you know you're going to hey you're period with vaginal discharges?		Women's Health	1463542090000
YA:20160517202837AA5ZiTm	How do you keep the envy and contempt that burns inside of you on simmer?		Mental Health	1463542117000
YA:20160517203013AADU6Qa	Youll do well at wimbledon?		Tennis	1463542213000
YA:20160517203102AAg6XjP	Convincing answers to help dye hair? Anyone? I want do to it but I can't think of stuff to say!?		Hair	1463542262000
YA:20160517203209AAx1AVt	"Just discovered that junk food has dyes (yellow 6) that causes cancer and other illnesses, is this true?"		Cancer	1463542329000
YA:20160517203313AA1cw3e	Any current irrational fears?	"Events like Ebola, swine flu, asylum seekers, terrorists. They have to benefit someone."	Infectious Diseases	1463542393000
YA:20160517203410AAGplbK	Help Draco Malfoy?	Draco Malfoy is daddy. Please help. I want him to fly over to my house and slytherin my pants and enter my chamber of secrets	Books & Authors	1463542450000
YA:20160517203629AAg4a0K	"Currently bulking right now, should i take creatine?"	"I've heard many good things about creatine, will it really help build muscle, and do I really need to take it?"	Diet & Fitness	1463542589000
YA:20160517203732AAmo0fp	Foods with calcium?		Diet & Fitness	1463542652000
YA:20160517203831AAa7PX9	What is it about unwritten rules that make baseball players so angry?	"For example, Jose Bautista's bat flip which started the whole brawl with Odor last night. Or in general, players showing off, like watching a home run ball fall into the stands, then slowly trotting the bases to take it all in."	Baseball	1463542711000
YA:20160517203916AAmfrBP	"Am I ok, what's wrong?"	"I am 13. I am a virgin. I have never had a boyfriend or anything! /nMy period has not come in almost 4 months. The last time it came was in Febuary and it only lasted two days. Then I weighed myself on Monday and I was 118, then on Sunday I was 110. I am loosing weight, and I haven't excels done anything differently. I eat really healthy, I prepackage my meals and go to the gym everyday, BUT that wouldn't make me loose weight because that my normal  routine. What's wrong with me?"	Diet & Fitness	1463542756000
YA:20160517204039AAf49nc	Can someone tell me what's happening? PLEASE!?	"I've had a rough sex 3 days ago (me and my boyfriend used a condom) but lately im still having an anxiety about what im feeling in my stomach./n/nAfter having sex, i felt nauseous and that night i forced myself to puke. Then after that, my stomach felt relieved. The next day i woke up feeling nothing then when it's already afternoon i feel something weird in my stomach and i dont know what it's called but it's really bugging me out. Then the next day i felt it again and on my lower stomach is having cramps but it doesn't hurt that much. Then when i lay on my stomach, i feel like my stomach is beating. Then today, Theres this clear gooey stuff that came out of me (i think it is called ovulation) and it is not my first time that i ovulate. And i feel like my stomach is getting bigger (or i think its because i really have a big stomach)/n/nShould i be worried??? Please HELP!!!/n/nPS: its my 2nd time having sex."	Other - Health	1463542839000
YA:20160517204130AAlMUjC	I booked southwest flight and put my daughters maiden name can this be changed?		Air Travel	1463542890000
YA:20160517204158AAx9bFt	How has weight loss change your life?	Mentally? Physically? Emotionally?	Diet & Fitness	1463542918000
YA:20160517204250AA6VPQZ	Why is my sisters Rottweiler who is male so protective of her would it be the same if he were a female?	sister rottweiler	Dogs	1463542970000
YA:20160517204425AAVId7B	What postions/roles do these NBA Teams need to fill in order to be contenders next year or to improve?	Rockets(give two needs)/nMavericks/nBucks/nJazz/nNuggets/nMagic/nTimberwolves /nKings/nKnicks/n/nBQ: Do you see Ben Simmons in a Sixers jersey next year?	Basketball	1463543065000
YA:20160517204522AAMpk6x	Hi my question is can cheekbones look higher or more prominent when people get old I ask because I seen photos of people when younger and ?	"Hi my question is can cheekbones look higher or more prominent when people get old I ask because I seen photos of people when younger and when they turn 90 years or 80  or so years of age their cheekbones look prominent stick out or skin thin is this true or false ?/nAbraham Lincoln, an example of prominent cheekbones /n/nhttps://en.wikipedia.org/wiki/High_cheekbones"	Other - Beauty & Style	1463543122000
YA:20160517204616AAUKZu3	What would happen if i left a bottle of dishwashing liquid in the dishwasher?	would it leak all over and create suds? Would the heat evaporate the bottle and i would see it after the cycle is done?  what if the bottle was closed?	Cleaning & Laundry	1463543176000
YA:20160517204747AAcumJI	Cotton or Silk Sheets?? and why?	"I used to buy silk sheets. A big trouble that silk always slipped right off the bed. Thus I buy cotton sheets intead of silk ones. But My husband likes silk sheets the way they feel against his skin. I can't agree with him. The one hundred per cent Cotton sheet is also soft and comfortable, like this one I have bought:/nhttp://www.amazon.com/dp/B00O0LJZGA/nAnd the cotton is cheaper than silk. If you , which one will you choose?? Silk or Cotton Sheets?? and why??"	Decorating & Remodeling	1463543267000
YA:20160517204905AAECguZ	I have high metabolism but i want to gain more weight since im seen as really skinny.?		Diet & Fitness	1463543345000
YA:20160517204951AAsweGB	I'm skinny with a strong jawline. I want to gain weight and muscle but will the jawline fade away?		Diet & Fitness	1463543391000
YA:20160517205029AAulk0p	How to cancel an NBA store order?	"The live chat is down (after hours) and i sent an email, but i'm afraid the order will process before they get to the email or live chat reopens in the morning. What is the best course of action to take? Has anyone ever dealt with this before and how did it work out?"	Basketball	1463543429000
YA:20160517205208AAgO75v	I put some fuel treatment in a 5 gallon gas tank for my lawn mower but ended up selling it. Is it okay to put left over gas in my vehicle?		Garden & Landscape	1463543528000
YA:20160517205251AAUPX92	I usually don't smell to good and I was just wondering what are some ways to start having a good natural smell?		Women's Health	1463543571000
YA:20160517205342AAUAINl	What can I do with a philosophy BA degree? Is it true that medical and business hire people with philosophy degrees?		Philosophy	1463543622000
YA:20160517205501AA3vvG5	"My partner takes forever to orgasm, and it can sometimes tire me out.?"	I know I'm doing fine in bed it's just that my partner naturally takes longer to orgasm. What can I do personally to not tire myself while pleasing my partner?	Women's Health	1463543701000
YA:20160517205626AAys9bQ	Have I stopped growing?	"Okay so I'm 15 and I'm an Asian girl, my dad is 6'0'' and my mom is 5'5'' and I was wondering if I've stopped growing? I'm currently 5'4'' and I was anorexic when I was 11 or 12 (due to bullies) and i've stopped now, I'm normal and ever since then I grew 2 inches. I've had my menstruation at 10 or 9 and I have minimal hair in my armpits (seriously). And I've noticed that my shoulders got wider and my hips as well but maybe because i've gained weight.... Have I stopped growing? Do I still have a chance to grow taller if so?"	Women's Health	1463543786000
YA:20160517205713AAE7bS1	The engine of my 07 Camry continuously turns off while I m driving. What might be wrong?	"It used to only do this once every few drives, but now every time I drive my car, every few hundred feet or so, the engine will suddenly die and I have to pull over, put it in park and start it all over again. It gives me no trouble when starting, makes no noises, and drives smoothly. If anything, this is the only problem the car gives me. What might be wrong with it?"	Maintenance & Repairs	1463543833000
YA:20160517205742AAg0p5H	Question on post world war II going into cold war era?	"What were the motives that drove foreign policy in England, America, and the Soviet Union during the early years of the Cold War?"	History	1463543862000
YA:20160517205937AAZwdOQ	Can rarely being in the sunlight cause a person to be depressed?		Skin Conditions	1463543977000
YA:20160517210137AA5H8mE	"Can someone please tell me where they are hiring? I live in Houston,Tx & I am 16 years old.. Thanks in advance?"		Houston	1463544097000
YA:20160517210237AAc71Um	What happened to CHi P officers Poncherello and Baker?		Wrestling	1463544157000
YA:20160517210338AAIL42o	Honestly -What Food or Drink can you give up for a year ?		Diet & Fitness	1463544218000
YA:20160517210431AAdsPFo	Which NBA team is the greatest NBA team of all time?		Basketball	1463544271000
YA:20160517210542AAGfguq	How rare are is my eye colour?	"My eyes are weird yet cool, during the day my eyes are blue-grey but at night they're grey. Is my eye colour rare?"	Optical	1463544342000
YA:20160517210646AAvZFqt	How should I get off Klonopin to continue Suboxone treatment?	"I started a Suboxone treatment program two days ago (2mg a day) for opiate relapses, cravings, and essentially addiction. The subs are working great for this and I feel like it s eased my depression and anxiety as well. I m also prescribed Klonopin 4mg/day and was drug tested prior to receiving my prescription for suboxone. However, I take the Klonopin in 1mg doses twice a day and my doctor that prescribes suboxone has told me I have to quit taking the Klonopin immediately and I will be drug tested in a week and if I want my prescription refilled, I cannot test positive for Benzos. I ve been on Klonopin for about a year and a half now. My problem is I m not quite sure what to do. I haven t taken the Klonopin in nearly 48 hours and so far I can t notice any withdrawal from it (I know it has an extremely long half-life). I ve tried coming off the Klonopin (voluntarily) before and got down to .5mg daily and couldn t stand the withdrawal (headaches, shakes, insomnia, restless-legs, etc.) then I continued back on it. If I discontinue my Klonopin (cold-turkey), can I expect WDs from that? And is it possible to test positive for it if I haven t taken it over the week I was directed not to? The Doctor was adamant about me not testing positive for Benzos and the she will not re-prescribe the Suboxone again. The treatment of opiate addiction is more valuable to me than ridding myself of anxiety."	Mental Health	1463544406000
YA:20160517210852AAyQsof	What makes the white girl's face prettier?	http://imgur.com/pHUNYbJ /n/nhttp://imgur.com/4BtMM44	Other - Beauty & Style	1463544532000
YA:20160517211009AAj6jI7	My 2 1/2 yo female Shepard and 1yo Mail Shepard just got to each other and were locked up. What are the chances she is pregnant?		Dogs	1463544609000
YA:20160517211026AA8yKkf	Can someone please tell me what dog breed is this puppy?	I have a dog that looks exactly like this but I don t know what breed he is. Help!	Dogs	1463544626000
YA:20160517211534AAyHzfE	Is this a good argument?	"the question for my college history class is:/n''What are the residual economic and social effects of slavery?/n/nmy answer:/nSlavery still continues to have economic and social effect in the U.S. After the Civil war, slaves were not helped to be acclimated into the mainstream of society. Many returned to the plantations and worked in the sharecropping system. This began decades of discrimination and hate. Anything negative about slaves had been passed on from generation to generation. With harassment, intimidation, and murder under the belief of black inferiority and white superiority (such as the Ku Klux Klan when former Confederate soldiers formed a quasi-military to resist racial integration and preserve white supremacy), racism began under slavery which is still here today as Africans are sometimes still not treated as social equals and there are no guarantees of social equality between the races. On the positive, there is a merge of black culture in the U.S. today in music, language, and religion. The end to slavery also meant that the old social and economic order is gone and slaves are now citizens. The North however, economically benefited from the end to /nslavery which was important in establishing the U.S. as a world economic power./n/ndid I answer the question? I don't really know what to say about the residual effect of slavery on the economy. Do you think my answer is good?"	History	1463544934000
YA:20160517211631AAQ6qq0	How much protein do I need?		Diet & Fitness	1463544991000
YA:20160517211641AAb1EyJ	Are pig ears fatty or meaty to give to dogs?		Dogs	1463545001000
YA:20160517211939AA0xEAc	What are the best Body Shops is sacramento?		Maintenance & Repairs	1463545179000
YA:20160517212014AAhvEnf	"Herniated Disc L5-S1, Vitamin treatments ??"	"i have a disc at L5-S1, im 16 years old, and i heard of a vitamin injecting treatment that could relieve all pressure off of my disc, and then id be able to go back to carrying heavy weights and doing all sorts of exercises , im just not sure if this is a good treatment or if anyones done it"	Injuries	1463545214000
YA:20160517212120AALuulo	Please help! Hamster Cage?	"Okay so for my Syrian Hamster cage, I was thinking about the a glass aquarium they have a nice look, But do they include the proper ventilation? Please help! I know hamsters need atleast 360sq inches of floor space."	Rodents	1463545280000
YA:20160517212252AAJJasb	Can i get my food tested. i think i am getting poisoned behind my back?	"ill eat or newly bought food and feel fine. When i leave it home, go to work  and go back to it (food and/or drink) i get sick immediately, EVERYTIME.  This food is a day, old and my fridge work.  I rarely get sick and i have a strong stomach.  This however, i feel something is wrong and i dont trust someone who has access to my fridge"	Other - Health	1463545372000
YA:20160517212443AAFfRsU	How did fascism differ from the predominant world political and economic systems of the mid 20th century?		History	1463545483000
YA:20160517212600AAZhT0t	One or two piercings?	"So when I turn 16 this summer I am going to get my nipple pierced, but I can't decide to just get 1 or both.  Which looks better?  I hear there is beauty in symmetry but I think just 1 looks the coolest.  What do the ladies think?"	Other - Beauty & Style	1463545560000
YA:20160517212623AAByzcX	How much anti freeze does it take to kill yourself?		Maintenance & Repairs	1463545583000
YA:20160517212817AA46DoG	How much protein do I need?	I'm currently 205lbs and 5'7 and want to be around 150. I haven't been counting anything but calories and I've already lost 19 lbs on a eating 1550 calorie diet but I want to start lifting weights 3 days a week to help preserve muscle and want to know how much protein I need. I was under the impression of .82-1 gram of body weight but I read from this article (link below) that the bigger your calorie deficit the more protein you need and they say you need around around 1.5 grams of protein per pound. Is this correct ? Or should I just stay from .82-1 gram of protein also by bmr is around 2400 and I'm eating 1500 calories so I'm in about a 1000 calorie deficit /n/nhttp://www.completehumanperformance.com/dieting-protein-needs/	Diet & Fitness	1463545697000
YA:20160517212923AAUEVbM	What is The Nephilism Protocol I keep hearing about on the deep web?		Alternative Medicine	1463545763000
YA:20160517213031AAqpzRf	"Should I switch attorneys? I have numerous mental disabilitys, I also transgendered gender identity disorder whatever ya wanna call it?"	"the pissant judge ruled unfavorable, so now I have to wait for an appeal. I have schitzoaffective disorder/bipolar with paranoid features, adhd, personality disorders borderline personality disorder, general anxiety disorder with racing thoughts and last but not least gender identity disorder./n/n every schitzophrenic I know receives ssi. I SUSPECT it was ruled unfavorable because gender identity disorder was in my medical records, but I can't prove that. I don't want to claim discrimination without proof./n /nthe vocational expert testified that with racing thoughts there would be no work that I could perform./nwould I be better off searching for an ACLU attorney or should I search for a different disability attorney, or should I stick with the attorney I have? the attorney I have doesn't think im being discriminated against./nmy attorney was SHOCKED that I was turned down."	Mental Health	1463545831000
YA:20160517213224AAN4Aa4	How would i know if i had illeus?	"I mean I've been going to the bathroom a little bit, but hardly at all. Are there any key signs pointing directly to this or could i just be constipated or something...like in an odd way. My doctor gave me an enema the other day which gave me lots of diarrhea and he said it removed the obstruction he had previously felt. (He checked for it again) I immediately thought ileus when i saw the definition but i'm not in a lot of pain, and i don't know if i have any other signs. Also i have been having a lot of anxiety because of this as well, which can effect your body. Not sure if the diarrhea just cleaned me out and my body doesnt have a lot to get rid of, i ate two greek yogurts chicken and a salad today. Just let me know what you think i'm scared. Also i had an anal exam and xray that came back normal."	Other - Health	1463545944000
YA:20160517213310AAKdWUg	Is my workout routine good?	"So I barely got into working out and created a schedule for my legs, arms and abs./n/nBasically on Monday I do Arms/nRest/nOn Tuesday I do legs/nRest/nThen arms again on Friday/nAbs everyday(Not a beastly ab workout so everday is fine)/n/nWill this be enough? And also let's say I'm doing my arm workout, should I keep doing the same exercizes every week, or change it up a bit to work diffrent arm muscles. Same goes for legs."	Diet & Fitness	1463545990000
YA:20160517213428AA9pEpR	What competes with Viagra and cialisa?		Men's Health	1463546068000
YA:20160517213546AAMQYfM	Would you date someone that had a portrait of a celebrity as a tattoo?	"I don't have one, just curious about opinions"	Tattoos	1463546146000
YA:20160517213641AA8KfFs	"I cut my hand with scissors like 2 centimeters deep, a scab has formed but it's been like 2 weeks, when will the skin heal under the scab ?!?"		Skin Conditions	1463546201000
YA:20160517213729AA6BuVB	Substitute for push-ups without equipment.?	"My left wrist is swollen and I was told that I should stop for a while from doing push ups and cartwheels for a while, I was told this 3 weeks ago and I just stopped today doing it. Any substitutes cause all my workouts call for pressure on my wrist, /n/nI did think of one substitute but not sure if its working as much, I decided to hold myself in plank with my right hand on the ground in an attempt to slowly do a one hand push up even though so far all I can do is just stay on the hand and not go that far down. /n/nMy other substitute is by not putting my left palm on the floor when doing the push-up but then it just feels out of place. /n/nIts really hard not doing push-ups or cartwheels everyday so is there a substitute for the push-ups, I can get use to not doing cartwheels for a while."	Diet & Fitness	1463546249000
YA:20160517213820AA104pC	Can I try out for high school football?	"I'm a girl and I'm going to high school. (Hooray 2020 graduates) I've been a big fan of football since elementary. /n/nMy stepgrandpa and I used to watch his grandson's high school football games since elementary.  I'm going to highschool very soon and I want to try out and make it to the team. /n/nWill they let me? I've never played a full game before but I know a lot about football and I understand the consequences. (His grandson broke his collerbrone) /n/nI've played many different sports like tchoukball, basketball, volleyball, soccer, ect. /n/nAlthough, I haven't played those sports for a long time. My interests has still been set on football. /n/nI'm 14 and about 5'3, around 100lbs if not, a little more. /n/nI wouldn't say I'm extremely fit, but I don't scale down to 'I can only do 5 push ups' I could probably do 15-20 nonstop. I mean, that doesn't say much but most people in my p.e. class can't do 5. I can run a mile nonstop, but thats the limit for me. /n/nI want to get more in shape so I can have a higher chance on being put on the team. /n/nIf I should, what kind of requirements would you reccomend me trying to reach? /n/nI really do want to get ready. How many pushups do they do during practice? How much they rum? Squats? Pullups? /n/nI'm already eating healthy but I can eat healthier and gain muscle. /n/nBut you know... If i can't join, I can always just go to their games and watch them... I'm not the cheerleading type, so no."	Other - Sports	1463546300000
YA:20160517213941AAlax2I	Im scared to get braces?	So my appointment is in July and I'm thinking that its going to hurt but most importantly I don't want to fix my overbite. My upper jaw just overlaps my lower jaw so my overbite doesn't look like donkey teeth. I seem to like my overbite only because it makes my chin look shorter. And if I get braces my chin is gonna look longer and I tried seeing what my jaw would look like if I didn't have an overbite and it is not pretty. So if I get braces then it's going to fix my overbite and I dont want that. I just want to have straight teeth. I have no problems biting. So is it possible to get braces without fixing my jaw. And also do I have to wear brace headgear?	Dental	1463546381000
YA:20160517214052AA3j5YQ	I wanna feel Dubai (or Abu Dhabi). Good movies like Furious7?		United Arab Emirates	1463546452000
YA:20160517214128AAfTaQl	Would Lupus affect your relationship?	"My bf and i have been together for over 4 years. We're both in our early 20's. Of course things weren't always perfect, but it's taking a toll on me now. /nI was diagnosed with lupus 2 years ago and he stuck by me. What we didn't know was how hard it would actually be. I had to leave school and start chemo. I graduated Valedictorian in HS. I guess you can say Iam depressed. We were both about to go to pharmacy school and my health went downhill. /nI don't feel like he's helping me Any longer. He's prob been to one appointment with me in the last year. We love each other but I don't want to hold him back from life, his friends, his family. He's continuing his life while I'm at my lowest point. I don't think he really understands what I'm going through. /nI modeled before but of course I had to stop since working out was the last thing in my mind.Sometimes i feel like that might be another reason, im not the girl he met 4 years ago."	Other - Diseases	1463546488000
YA:20160517214243AAwN4NK	Every once and awhile ill get this immense sharp pain in my eye and my entire head will jolt in pain as if i was punched. why?		Pain & Pain Management	1463546563000
YA:20160517214347AA3SMzM	Can mastication become an addiction ? I think I'm addicted?		Mental Health	1463546627000
YA:20160517214500AA9UJb8	What will it take for the Jazz to be a playoff team next season?	They have some great young talent but they can't seem to break through and win games. What do they need to acquire in the offseason in order to become a winning team?	Football (American)	1463546700000
YA:20160517214607AAcbv2y	Could I have been raped?	"So, I sometimes visited by 2 uncles(live in different places) who are like in their 20's. I went with my mom there and stayed over for like week or more. Recently, I went to the doctor and she said that I'm not a virgin but I know I never had sex before. Could I have been raped by any of them?"	Women's Health	1463546767000
YA:20160517214808AAOOUOb	Can I remove oral thrush with a shaving razor?		Infectious Diseases	1463546888000
YA:20160517214823AAv3mIe	I am getting a new kitten tomorrow what should I name her ? *** Thanks in advance ‰Ï¬?		Cats	1463546903000
YA:20160517215129AAw28Zg	Would section 100 Row J seats 13 and 14 be good at the gexa energy pavilion in Dallas they say platinum seats $200 a piece?		Dallas	1463547089000
YA:20160517215223AA2EL2F	Hello please i think i need help i am 29 years old serious i need some one help me understand what i mean i am person who sacred?	from every thing like if i drive car i sacred i cant sleep in the dark  if i am work every time i think my boss will send me home 24 hour thinkin about wrong future every day think i will lose every day i think never will be something why i am like this am skinny 112 pound i sure cuz all of that i am not happy about my self but i cant change so what i do ...................:...	Mental Health	1463547143000
YA:20160517215300AANc1cR	Is 5.3 40 yards too slow for freshman linebacker?		Football (American)	1463547180000
YA:20160517215426AAirspo	Help with analyzing a poems figurative language and meaning PLEASE?	"Song /nBY APHRA BEHN /nO Love! that stronger art than wine, /nPleasing delusion, witchery divine, /nWont to be prized above all wealth, /nDisease that has more joys than health; /nThough we blaspheme thee in our pain, /nAnd of thy tyranny complain, /nWe are all bettered by they reign. /n/nWhat reason never can bestow /nWe to this useful passion owe; /nLove wakes the dull from sluggish ease, /nAnd learns a clown the art to please, /nHumbles the vain, kindles the cold, /nMakes misers free, and cowards bold; /n‰ÛªTis he reforms the sot from drink, /nAnd teaches airy fops to think. /n/nWhen full brute appetite is fed, /nAnd choked the glutton lies and dead, /nThou new spirits dost dispense /nAnd ‰Ûªfinest the gross delights of sense: /nVirtue‰Ûªs unconquerable aid /nThat against Nature can persuade, /nAnd makes a roving mind retire /nWithin the bounds of just desire; /nCheerer of age, youth‰Ûªs kind unrest, /nAnd half the heaven of the blest!"	Poetry	1463547266000
YA:20160517215520AAEuk85	Horrible sporadic stomach pains?	"Ever since i was 11 or 12 i've been getting these horrific stomach pains that occur randomly maybe every couple of months. They're so bad that I can't move or do anything at all and they're accompanied by diarrhea and nausea, sometimes vomiting. I told the doctor and he said to eat more yogurt but that hasn't done anything at all and it's the kind of pain that makes me feel like someone is eating me alive from the inside out, it's so bad that death seems like a better option when I'm experiencing it, someone please tell me what to do. Doctors have not been helpful whatsoever, should I go to a different doctor? Just any advice would be great thank you"	Other - Health	1463547320000
YA:20160517215640AAU5sqt	Macbeth question!!!/nwhy did lady macbeth feel guilt for Macduff's family murder if she wasnt apart of it? or was she?		Theater & Acting	1463547400000
YA:20160517215729AAPhNxV	A gynecology related question. What could cause these symptoms?	"I have been having a yellowish green discharge and itching or discomfort for about a month... I have been to the clinic several times and I have been prescribed several medications including BV medication and antifungals... Nothing helped... And even then the tests for BV and yeast and STDs have all come back negative what could this be? I have not had sex in 5 months, and no one I have seen has been able to figure it out.  I would love to figure it out this is causing me such emotional stress and is really causing me to just break down every other day due tpy anxiety kicking in.."	Women's Health	1463547449000
YA:20160517215913AAT4Tph	Would section 100 Row J seats 13 and 14 be any good here just want to make sure the seats are good for the price thankd?	Gexa energy pavilion	Hockey	1463547553000
YA:20160517220009AArTz4f	Hypothetical could the world become a universal tolatitarion state?	"I have read somewhere that the highest chance of human extinction would be because of a nuclear war, so maybe the best chance for human survival would be a single government that would control the day to day life of its citizens... The citizens would be kept ignorant fed false information, and watched like infants. There will be no pleasure in sex but a holiday for matting only for population./nDo you believe at some point that the world may reach this point."	Philosophy	1463547609000
YA:20160517220125AAD3cvL	What precentage of screening mantoux tests are a false negative?		Dogs	1463547685000
YA:20160517220205AAGu1pv	Best area for a tattoo?	"I was wondering what the best area on the body would be for a tattoo? I want to get something that will symbolize my great uncle, poppop, and dad, but I also want to make sure I can get a job as a physician assistant later on in life once I graduate."	Tattoos	1463547725000
YA:20160517220407AAxyr4E	I woke up with my tongue bitten with blood in my mouth. Could that mean I had a sleeping seizure?		Dogs	1463547847000
YA:20160517220503AAPqYN5	Would it be a good idea to get a tattoo to cover up my old acne scars?	"Ok so like it says I have some acne scars on my chest but my back is really bad. I've been really thinking about getting a tattoo to cover it up. Is there anyone out there who had this done before, and if so what do you think was it a good idea or not. The tattoo I'm considering is the Phoenix and the dragon which will cover half my chest as well as my back. I'm just tired of not wanting to take my shirt off with out feeling self conscious about my scars especially since summer is about to be here. Thanks in advance for any replies!"	Tattoos	1463547903000
YA:20160517220608AAIfrWp	How do i find working student jobs at a hunter/jumper barn?	i am looking for a working student position at a hunter/jumper barn in Kentucky for in August/ September but i'm having trouble finding positions available need help. i will be going to college down there so it doesnt have to be a live in position but if i cant pay for school i would like to still have that option.	Horses	1463547968000
YA:20160517220704AAhsF25	What brand of women's clothing uses a butterfly as its logo?		Fashion & Accessories	1463548024000
YA:20160517220811AAlKF7F	How do you help reduce insomnia with and without medicine?		Other - Diseases	1463548091000
YA:20160517220856AAwJnSa	"I watched my friend get raped in an alley and instead of helping him I ran away, how can I live with the guilt?"	"I saw his bare butt then I saw a penis about to go into it and I had to turn away but I think I saw him look back before I ran but I don't know if he saw me looking. /n/nI feel so guilty I cried myself to sleep almost every night for the past week, and he never talks about it and he just keeps acting like nothing is wrong./n/nWhat should I do, he doesn't know I know I don't think and neither of us can tell the police"	Mental Health	1463548136000
YA:20160517221002AARmlP4	Where is the best place to exchange mexican pesos into dollars in San Diego?		Other - Mexico	1463548202000
YA:20160517221104AA4TXtn	Any abandoned places in or around gulf shores/orange beach?		Other - United States	1463548264000
